WKT,fid,Category,AreaKm2
"MULTIPOLYGON (((445729.9514 4593979.6421,445729.6097 4593974.6279,445724.0477 4593962.5437,445728.1432 4593957.7255,445725.8005 4593953.7003,445701.7354 4593909.8397,445683.1042 4593884.9983,445659.8155 4593868.6961,445643.1253 4593854.7226,445635.7504 4593840.3614,445625.6585 4593803.8756,445614.4023 4593756.1335,445611.2971 4593739.8313,445605.0867 4593730.904,445581.4098 4593707.6151,445581.0596 4593707.2233,445580.9043 4593707.6151,445579.9283 4593708.8358,445567.134 4593694.6912,445555.7866 4593681.9974,445545.9982 4593671.2581,445532.7206 4593655.6419,445530.9457 4593653.3151,445519.370213821 4593663.13908083,445729.942865468 4594003.34554967,445729.3084 4593997.8884,445727.421 4593982.4624,445729.9514 4593979.6421)))",52,2,0.0082
"MULTIPOLYGON (((461531.9983 4603245.3141,461531.62 4603240.82,461532.3 4603229.3699,461536.8201 4603209.8701,461540.2136 4603196.9172,461542.613 4603187.7587,461546.5399 4603172.77,461550.2575 4603161.4305,461557.5078 4603139.9106,461561.8868 4603129.0891,461573.5367 4603104.2647,461580.23 4603090.95,461588.1401 4603071.87,461590.0457 4603066.2434,461591.3 4603062.54,461594.92 4603040.71,461596.2362 4603028.5609,461575.3205 4603024.8189,461552.1373 4603017.4003,461529.8814 4603011.8363,461512.2621 4603005.345,461496.4975 4603001.6357,461480.733 4602997.9264,461461.2591 4602996.0717,461450.1311 4602996.9991,461443.6398 4602999.7811,461429.7299 4603008.127,461379.2507 4603154.2518,461354.0442 4603254.0272,461387.0728 4603270.561,461413.9653 4603279.8343,461406.5467 4603296.5262,461404.692 4603306.7268,461404.692 4603315.0728,461407.474 4603323.4187,461409.3287 4603327.1281,461414.8926 4603336.4013,461418.6019 4603344.7473,461419.5293 4603354.0206,461417.6746 4603365.1485,461372.1727 4603358.7994,461329.5784 4603618.3092,461334.215 4603629.4372,461347.1976 4603632.2192,461374.0902 4603619.2366,461407.474 4603593.2714,461446.4218 4603562.6695,461467.7504 4603536.7043,461481.6603 4603511.6665,461499.2795 4603481.0646,461506.6982 4603450.4628,461507.6255 4603423.5702,461513.1895 4603367.0032,461520.2313 4603328.2927,461526.1721 4603293.7442,461528.954 4603266.8517,461531.9983 4603245.3141)))",53,1,0.0884
"MULTIPOLYGON (((461596.2362 4603028.5609,461594.92 4603040.71,461591.3 4603062.54,461590.0457 4603066.2434,461588.1401 4603071.87,461580.23 4603090.95,461573.5367 4603104.2647,461561.8868 4603129.0891,461557.5078 4603139.9106,461550.2575 4603161.4305,461546.5399 4603172.77,461542.613 4603187.7587,461540.2136 4603196.9172,461536.8201 4603209.8701,461532.3 4603229.3699,461531.62 4603240.82,461531.9983 4603245.3141,461539.4081 4603243.6605,461554.7439 4603237.7968,461571.8839 4603228.3247,461589.0238 4603218.8526,461670.6642 4603292.8251,461648.0957 4603326.7924,461600.7956 4603299.4972,461557.1134 4603368.3893,461605.118 4603400.5708,461587.5687 4603426.3574,461572.5264 4603448.9208,461550.6795 4603482.2284,461537.7862 4603508.3733,461548.8887 4603522.341,461581.4802 4603537.0251,461610.8483 4603548.4859,461613.7135 4603548.8439,461631.2627 4603508.7313,461686.7757 4603487.6008,461742.2885 4603463.9629,461746.5863 4603460.7396,461737.6327 4603436.3856,461725.4557 4603412.7477,461713.7386 4603388.4884,461721.197 4603384.4484,461730.2092 4603381.03,461737.43 4603378.3336,461747.6122 4603374.5039,461751.9081 4603373.3979,461756.3136 4603373.2608,461762.986 4603373.5076,461766.7152 4603373.8366,461769.6766 4603374.6044,461773.2961 4603376.14,461776.4769 4603377.2368,461782.4181 4603381.3407,461792.6734 4603390.6637,461807.2794 4603405.2698,461822.507 4603420.8081,461831.747 4603431.2196,461828.9603 4603413.106,461842.57 4603382.3053,461859.7611 4603344.6996,461861.1937 4603335.3879,461896.2922 4603267.6979,461841.4957 4603242.9856,461842.9281 4603218.9899,461833.2581 4603205.3802,461827.886 4603202.515,461813.9181 4603191.7705,461814.9926 4603176.3701,461814.2763 4603148.0766,461822.5137 4603110.8292,461775.9545 4603101.1591,461782.043 4603056.7488,461787.0571 4603028.4551,461793.367 4603012.3297,461793.0069 4603012.2106,461713.2568 4602983.3756,461705.3994 4602923.5178,461703.2049 4602919.9465,461687.4901 4602929.4706,461668.283 4602941.852,461643.2027 4602955.8208,461640.8217 4602956.6144,461637.9645 4602957.2494,461635.1072 4602957.4081,461628.4403 4602958.3605,461622.4083 4602958.9955,461618.9162 4602959.6304,461605.3805 4602960.8959,461605.2003 4602962.6572,461598.09 4603011.45,461596.2362 4603028.5609)))",54,1,0.1208
"MULTIPOLYGON (((449618.811 4603724.2723,449618.9193 4603724.2037,449645.3131 4603745.9148,449646.0688 4603744.6301,449669.8115 4603722.9977,449678.2535 4603716.1387,449679.3087 4603711.39,449704.6344 4603678.1502,449715.1868 4603657.0453,449715.7145 4603637.5233,449720.9907 4603623.8053,449725.7393 4603612.7254,449725.2117 4603593.2034,449728.9049 4603577.9025,449733.6534 4603571.0434,449741.5678 4603568.933,449745.2612 4603549.9387,449741.5678 4603504.0359,449736.8192 4603433.8624,449733.6534 4603391.6529,449732.5982 4603376.8796,449725.7393 4603338.3634,449723.698226171 4603333.40663668,449660.81609344 4603395.67306166,449657.6764 4603444.9424,449650.2897 4603517.2263,449629.1849 4603583.1787,449619.1603 4603615.8911,449622.3259 4603649.6586,449634.9888 4603687.6472,449636.5716 4603707.6968,449628.1296 4603718.2492,449618.7277 4603724.2037,449618.811 4603724.2723)))",55,3,0.0311
"MULTIPOLYGON (((449645.3131 4603745.9148,449618.9193 4603724.2037,449618.811 4603724.2723,449596.6642 4603738.2986,449568.7004 4603759.9311,449541.7919 4603785.7844,449504.8585 4603813.7483,449497.4718 4603842.7673,449495.3613 4603910.8301,449495.3613 4603963.0644,449500.6375 4603992.0834,449537.571 4604054.8701,449576.087 4604125.0434,449590.8605 4604159.8661,449593.4985 4604189.9406,449591.9157 4604212.1004,449602.4679 4604227.9291,449633.0699 4604257.4757,449659.4509 4604287.0225,449686.3594 4604312.8757,449738.0661 4604282.8015,449733.3174 4604250.6166,449716.9613 4604214.211,449692.1632 4604177.8053,449663.6718 4604147.7311,449633.5976 4604111.3253,449623.0451 4604095.4967,449604.0508 4604049.5937,449598.247 4604034.8204,449592.9709 4604002.6358,449589.2774 4603976.2548,449585.5842 4603964.6472,449585.0565 4603926.6586,449588.2222 4603865.4548,449592.4433 4603825.8834,449600.3575 4603796.8643,449611.9651 4603775.7596,449619.8795 4603762.5691,449633.0699 4603758.8758,449640.9841 4603753.5995,449645.4422 4603746.021,449645.3131 4603745.9148)))",56,3,0.0480
"MULTIPOLYGON (((445728.1432 4593957.7255,445724.0477 4593962.5437,445729.6097 4593974.6279,445731.251 4593978.1937,445729.9514 4593979.6421,445727.421 4593982.4624,445729.3084 4593997.8884,445729.942865468 4594003.34554967,445765.772 4594061.232,445813.67088206 4594090.72082585,445821.3451 4594086.4385,445835.6663 4594078.4399,445854.2275 4594068.0275,445865.4908 4594066.4917,445878.2899 4594060.86,445888.9669 4594048.0941,445901.8403 4594032.702,445801.1242 4594013.2717,445816.4852 4593984.1663,445765.8809 4593969.0587,445752.1651 4593965.6298,445743.0502 4593965.6261,445736.3919 4593963.9153,445729.8769 4593955.6858,445728.1432 4593957.7255)))",57,2,0.0109
"MULTIPOLYGON (((475600.4413 4618105.8977,475600.6456 4618105.7952,475588.8953 4618086.0961,475545.9004 4617996.7993,475512.4141 4617931.4802,475498.3581 4617880.2171,475487.6094 4617827.3006,475488.107 4617797.9498,475413.6088 4617799.1886,475359.8653 4617795.8813,475287.1049 4617792.574,475231.7078 4617789.6801,475152.7725 4617780.6396,475150.2657 4617800.8423,475156.4668 4617891.3792,475149.0255 4617908.3292,475138.5592 4617922.0471,475146.1316 4617945.5362,475182.5118 4618015.4028,475227.1601 4618096.4314,475250.7247 4618084.4426,475263.127 4618079.4815,475267.4779 4618076.9541,475267.6933 4618076.829,475267.7344 4618076.9317,475270.9571 4618073.3419,475282.019 4618068.4748,475326.709 4618047.2359,475345.7687 4618040.1396,475367.5347 4618081.2827,475388.7699 4618125.8765,475400.1838 4618145.2536,475406.0234 4618165.9579,475414.7829 4618186.6621,475425.3813 4618181.7486,475512.1065 4618149.4479,475538.655 4618137.0585,475574.4956 4618118.9171,475600.4413 4618105.8977)))",58,1,0.1163
"MULTIPOLYGON (((447467.413 4596226.4302,447457.6176 4596224.098,447451.957 4596223.5319,447426.4845 4596178.8132,447401.578 4596136.3592,447388.5586 4596107.4902,447394.7853 4596062.2057,447402.144 4596005.0339,447407.2386 4595950.6923,447415.7294 4595930.8802,447437.2396 4595872.0104,447450.2589 4595823.8953,447457.9008 4595808.0457,447478.2788 4595788.5168,447495.5435 4595775.7806,447515.0724 4595763.0443,447542.8093 4595746.6286,447560.074 4595732.7602,447589.5091 4595691.7209,447614.1326 4595658.0406,447621.7742 4595647.2856,447626.3028 4595641.0589,447626.3028 4595635.6813,447622.9064 4595632.568,447604.7926 4595622.096,447583.2825 4595602.8501,447564.8856 4595585.0192,447543.9414 4595572.8489,447520.4501 4595562.66,447503.7514 4595558.9806,447496.1095 4595559.8297,447485.6375 4595567.7545,447460.448 4595588.1325,447399.5967 4595643.6062,447359.4067 4595682.9471,447287.5175 4595757.6667,447228.9305 4595816.2537,447173.7399 4595876.8219,447146.7434 4595909.3279,447169.2114 4595910.2193,447191.2875 4595914.7477,447186.7591 4595930.0313,447176.004 4595957.7681,447203.1748 4595990.5993,447219.0246 4596014.3738,447257.5163 4596014.3738,447265.4412 4596016.638,447272.2338 4596022.8646,447275.0642 4596029.0912,447276.1963 4596043.2427,447281.8569 4596095.886,447285.2532 4596146.8313,447284.6871 4596167.2093,447286.9514 4596176.8322,447290.3477 4596193.814,447292.612 4596210.2297,447293.1779 4596224.3811,447336.7644 4596235.1362,447393.3702 4596249.2875,447416.5785 4596254.3819,447437.5226 4596255.5142,447444.3153 4596254.3819,447460.1649 4596249.2875,447467.413 4596226.4302)))",59,2,0.1279
"MULTIPOLYGON (((447467.413 4596226.4302,447460.1649 4596249.2875,447444.3153 4596254.3819,447437.5226 4596255.5142,447416.5785 4596254.3819,447393.3702 4596249.2875,447336.7644 4596235.1362,447293.1779 4596224.3811,447285.2532 4596233.4379,447276.7622 4596244.1932,447246.1952 4596271.3638,447225.8171 4596290.6097,447222.1378 4596299.9498,447227.2323 4596306.7425,447248.1764 4596325.9884,447268.5545 4596337.3095,447318.9337 4596352.027,447391.389 4596366.1784,447453.6552 4596379.1978,447464.4104 4596380.896,447496.6756 4596376.9334,447521.0162 4596364.4803,447526.6768 4596361.6499,447538.5639 4596374.1032,447562.3383 4596395.6135,447578.754 4596408.0668,447624.0386 4596435.8035,447633.0954 4596422.7842,447647.813 4596392.7831,447655.1717 4596366.7445,447652.3415 4596337.3095,447623.4725 4596304.4782,447582.1503 4596271.6468,447536.2997 4596234.2871,447519.884 4596226.3623,447504.0344 4596225.2302,447489.317 4596230.8907,447479.1278 4596234.2871,447469.5049 4596226.9282,447467.413 4596226.4302)))",60,2,0.0505
"MULTIPOLYGON (((447222.1378 4596299.9498,447225.8171 4596290.6097,447246.1952 4596271.3638,447276.7622 4596244.1932,447285.2532 4596233.4379,447293.1779 4596224.3811,447292.612 4596210.2297,447290.3477 4596193.814,447286.9514 4596176.8322,447284.6871 4596167.2093,447285.2532 4596146.8313,447281.8569 4596095.886,447276.1963 4596043.2427,447275.0642 4596029.0912,447272.2338 4596022.8646,447265.4412 4596016.638,447257.5163 4596014.3738,447219.0246 4596014.3738,447203.1748 4595990.5993,447176.004 4595957.7681,447186.7591 4595930.0313,447191.2875 4595914.7477,447169.2114 4595910.2193,447146.7434 4595909.3279,447132.1346 4595926.9179,447107.7941 4595963.7116,447095.3409 4595984.6557,447081.4724 4596024.2798,447071.5665 4596063.0546,447052.8866 4596106.3582,447031.3764 4596150.5106,447015.5268 4596175.9831,447009.3002 4596177.3983,446995.9979 4596193.531,446989.4882 4596205.7012,446983.2616 4596226.3623,446970.2423 4596240.5137,446964.5817 4596267.4014,446949.8641 4596249.5706,446940.5242 4596240.5137,446936.5618 4596241.0798,446894.9567 4596275.0433,446892.6923 4596277.3074,446877.1257 4596258.9106,446874.0125 4596258.9106,446868.3519 4596251.5518,446822.7844 4596288.3456,446803.2553 4596303.3461,446887.5978 4596401.2741,446900.0511 4596417.1237,446822.5012 4596541.0901,446816.2747 4596552.9774,446866.0877 4596558.0719,446918.1649 4596562.6003,446960.6192 4596564.2986,446987.79 4596565.9966,447007.036 4596564.2986,447029.6782 4596556.3737,447044.9619 4596543.3545,447079.4913 4596494.1074,447108.3602 4596452.2192,447116.285 4596440.3319,447124.2098 4596425.6145,447128.1723 4596418.2558,447114.5869 4596408.0668,447042.1315 4596357.6876,447094.2088 4596284.1001,447116.285 4596283.5341,447190.4386 4596308.4405,447215.3451 4596302.2139,447222.1378 4596299.9498)))",61,2,0.1449
"MULTIPOLYGON (((444907.9088 4593824.7823,444922.2191 4593825.6118,444942.7909 4593832.2103,444997.1314 4593844.2427,445073.2082 4593863.2622,445072.8201 4593866.3673,445109.3059 4593876.8471,445126.7724 4593879.176,445129.5995 4593876.4274,445139.6747 4593864.4995,445144.5938 4593861.0,445155.9953 4593845.4074,445163.7582 4593833.3748,445180.4485 4593812.0267,445199.5897 4593795.0224,445214.2173 4593786.0208,445228.7617 4593780.0152,445232.1391 4593778.5972,445243.0001 4593769.9863,445208.5954 4593719.7255,445193.8754 4593693.3664,445173.9398 4593661.1132,445132.2065 4593688.9841,445104.6481 4593704.1218,445099.9903 4593703.7338,445057.343276793 4593652.63402637,444957.16269539 4593759.21855899,444919.2462 4593813.385,444907.9088 4593824.7823)))",62,2,0.0422
"MULTIPOLYGON (((472822.58 4608306.6279,472822.4231 4608307.1203,472822.1624 4608307.9376,472794.4783 4608297.4952,472766.4555 4608288.3575,472744.5246 4608282.2654,472734.7774 4608279.5241,472685.7375 4608268.5585,472675.0767 4608266.4264,472630.9102 4608269.1677,472609.6648 4608257.7089,472609.6731 4608257.6855,472607.9484 4608258.7469,472607.8047 4608258.9782,472610.216 4608260.2245,472645.1998 4608358.1379,472645.5262 4608364.7414,472577.5302 4608364.1848,472525.3055 4608373.9083,472525.2731 4608373.9235,472481.1967 4608394.6611,472480.988 4608394.6396,472450.6535 4608391.5102,472409.9763 4608336.6797,472416.8162 4608327.7602,472423.8216 4608318.3177,472432.0459 4608312.5304,472427.4794 4608273.5087,472427.4722 4608273.4473,472413.161 4608274.1512,472402.8046 4608275.065,472397.6266 4608287.5535,472387.5749 4608305.22,472365.3392 4608304.3062,472337.621 4608325.0187,472324.828 4608335.9842,472284.0121 4608357.0015,472249.8973 4608365.5301,472234.3882 4608375.2902,472234.1942 4608377.5404,472233.6328 4608384.0541,472230.2394 4608386.604,472179.1447 4608424.9978,472098.7472 4608484.2174,472078.5428 4608500.5926,472077.7433 4608502.0039,472215.6673 4608606.6993,472215.9968 4608606.8279,472217.2877 4608607.8078,472232.6713 4608613.8128,472249.6755 4608627.6352,472272.2155 4608644.6926,472272.6425 4608644.898,472273.8359 4608645.8011,472290.9854 4608654.0497,472296.8878 4608658.0949,472296.9036 4608658.1037,472298.5082 4608659.2034,472309.4738 4608665.2951,472354.0734 4608682.8528,472355.8096 4608682.019,472355.9508 4608681.8338,472358.3337 4608682.3101,472369.6036 4608680.4826,472379.0462 4608682.6148,472384.8335 4608684.4425,472390.3163 4608676.2182,472395.4944 4608670.7355,472403.4138 4608667.6894,472410.115 4608667.9942,472422.6034 4608672.8677,472435.3965 4608680.7872,472443.6205 4608685.0516,472450.9309 4608686.8792,472464.0285 4608687.1838,472476.2124 4608682.0056,472484.7411 4608678.0459,472492.0514 4608678.9597,472497.2295 4608682.0056,472502.4077 4608702.109,472504.2352 4608712.7698,472509.1088 4608725.8675,472521.2926 4608732.8732,472559.6718 4608685.9654,472585.8671 4608653.9828,472607.798 4608625.6553,472639.7805 4608585.7532,472673.5908 4608543.4143,472694.3033 4608519.6558,472716.5388 4608490.4145,472744.8663 4608455.386,472758.5731 4608436.8057,472779.2856 4608397.8172,472797.8661 4608361.5704,472811.2684 4608337.2026,472818.5786 4608321.059,472823.1133 4608306.8291,472822.58 4608306.6279)))",63,1,0.1814
"MULTIPOLYGON (((444387.5206 4592853.5322,444394.4808 4592829.3274,444401.3475 4592830.6528,444401.3582 4592830.6153,444401.3614 4592830.6042,444422.3031 4592757.3655,444369.3275 4592740.6125,444320.4268 4592726.1233,444295.5239 4592718.8789,444268.8096 4592718.4262,444198.6282 4592722.5012,444185.9503 4592722.954,444151.9915 4592781.3631,444197.2698 4592794.0409,444300.9573 4592825.283,444383.8165 4592851.5444,444387.5206 4592853.5322)))",64,2,0.0224
"MULTIPOLYGON (((444401.3475 4592830.6528,444394.4808 4592829.3274,444387.5206 4592853.5322,444393.9507 4592856.6999,444393.8839 4592856.9353,444393.8812 4592856.9458,444391.3456 4592866.8771,444366.116 4592949.1641,444366.116 4592966.6309,444385.1352 4593027.5698,444387.8522 4593051.6349,444391.3456 4593088.8972,444395.6152 4593124.9947,444396.3915 4593141.2968,444382.4182 4593170.408,444354.8598 4593227.0773,444352.1428 4593253.8595,444347.8731 4593264.7276,444337.3932 4593271.326,444334.676 4593279.0891,444336.5414 4593292.9951,444336.443 4593297.0491,444367.7496 4593308.4279,444363.9896 4593332.5479,444376.0059 4593346.3079,444384.747 4593338.0873,444439.8639 4593284.5231,444496.1452 4593230.5707,444500.0267 4593226.3011,444517.1052 4593239.8863,444514.7762 4593251.9187,444519.434 4593265.5039,444522.573826314 4593273.61508427,444669.7499 4592954.5004,444673.056056274 4592954.04170935,444672.8897 4592952.658,444674.8182 4592951.5404,444672.7521 4592921.994,444672.7521 4592890.554,444633.161 4592879.2978,444583.09 4592868.0414,444527.9734 4592856.0089,444512.4474 4592856.7852,444467.0342 4592850.5749,444403.8675 4592831.3663,444401.8231 4592830.7446,444401.3475 4592830.6528)))",65,2,0.1005
"MULTIPOLYGON (((477933.4481 4616234.3403,477933.2315 4616234.2024,477933.0201 4616234.0629,477913.0249 4616220.8684,477839.0881 4616181.4948,477838.5323 4616181.1976,477837.8429 4616180.7243,477754.5958 4616123.4274,477754.3752 4616123.2764,477754.436 4616123.1843,477789.2632 4616070.4462,477789.4083 4616070.2264,477721.2292 4616025.1135,477721.2243 4616025.4244,477721.0705 4616025.6341,477698.3099 4616056.6713,477614.464 4616180.6174,477568.6354 4616182.1798,477496.7674 4616186.3461,477411.3592 4616188.9499,477262.8828 4616193.4279,477244.1812 4616199.979,477237.3108 4616205.0474,477237.9389 4616217.5928,477255.6455 4616248.3189,477300.4327 4616324.8739,477330.1173 4616370.1819,477348.8654 4616405.0744,477381.1539 4616458.7149,477417.0878 4616517.5632,477449.8971 4616570.683,477485.3103 4616633.1767,477547.2833 4616729.5213,477561.8651 4616718.585,477563.9483 4616709.2108,477568.1146 4616704.5238,477576.9678 4616705.0446,477589.9874 4616707.1277,477596.7574 4616704.5238,477603.0068 4616700.8784,477616.0265 4616683.6926,477635.8161 4616655.5703,477649.8772 4616642.03,477667.5838 4616621.7196,477693.6228 4616584.744,477772.7817 4616457.1525,477854.0237 4616335.8103,477921.2046 4616254.5684,477933.3098 4616234.5683,477933.4481 4616234.3403)))",66,1,0.2280
"MULTIPOLYGON (((477721.2292 4616025.1135,477789.4083 4616070.2264,477789.2632 4616070.4462,477754.436 4616123.1843,477754.3752 4616123.2764,477754.5958 4616123.4274,477837.8429 4616180.7243,477838.5323 4616181.1976,477839.0881 4616181.4948,477913.0249 4616220.8684,477933.0201 4616234.0629,477933.2315 4616234.2024,477933.4481 4616234.3403,477957.1374 4616195.202,477967.5531 4616172.2876,477966.5116 4616159.268,477960.2622 4616149.3732,477974.844 4616128.0211,478080.5628 4615980.6399,478195.1348 4615819.1975,478034.7338 4615705.6672,477909.7463 4615881.6914,477903.497 4615884.2953,477887.8735 4615841.5913,477837.8783 4615858.7768,477747.2623 4615792.6378,477690.4973 4615826.4886,477611.8592 4615934.8111,477607.693 4615941.5812,477609.2552 4615946.7891,477629.045 4615961.3709,477679.5607 4615996.7841,477720.9922 4616025.2682,477721.146 4616025.0585,477721.2292 4616025.1135)))",67,1,0.1436
"MULTIPOLYGON (((445581.0596 4593707.2233,445684.8989 4593445.1803,445567.3906 4593387.3669,445530.0882 4593455.1572,445529.6552 4593455.0254,445496.9945 4593445.0851,445493.1618 4593443.0959,445467.7597 4593429.9123,445467.8406 4593427.9577,445468.1656 4593420.1015,445443.9242 4593407.9281,445419.1462 4593394.8983,445414.5624 4593391.9814,445414.4469 4593391.9079,445395.9651 4593426.1638,445395.6717 4593425.774,445390.4743 4593418.8699,445381.2826 4593410.9912,445373.8416 4593405.3011,445370.7777 4593403.5503,445364.7189 4593399.0102,445399.8503 4593334.2014,445404.0937 4593326.3733,445432.2679 4593274.3988,445433.0807 4593263.0197,445424.9528 4593257.3302,445406.2898 4593280.4036,445373.2264 4593318.3715,445359.9337 4593336.9031,445342.8362 4593358.5877,445335.797478829 4593366.554356,445342.892371999 4593378.01704374,445344.9213 4593380.2723,445362.5717 4593401.7005,445369.2594 4593407.9917,445380.8053 4593417.0486,445393.2594 4593430.2077,445393.5804 4593430.5469,445398.3084 4593435.5425,445397.7642 4593436.1635,445397.4909 4593436.4753,445404.0076 4593445.2237,445424.6294 4593472.9078,445427.3654 4593501.9197,445440.644668513 4593535.94811103,445461.973513767 4593570.40752953,445493.7607 4593608.2009,445524.1922 4593644.462,445530.9457 4593653.3151,445532.7206 4593655.6419,445545.9982 4593671.2581,445555.7866 4593681.9974,445567.134 4593694.6912,445579.9283 4593708.8358,445580.9043 4593707.6151,445581.0596 4593707.2233)))",68,2,0.0522
"MULTIPOLYGON (((464018.0078 4605348.5416,464056.354 4605243.0896,464076.804 4605204.7458,464031.050211324 4605193.05321484,463710.067079742 4605473.63026449,463717.9067 4605481.8432,463745.5142 4605501.2707,463788.9136 4605520.253,463817.0891 4605506.8945,463888.6641 4605467.017,463909.1141 4605443.4995,463927.5191 4605421.0045,463982.734 4605445.5445,464018.0078 4605348.5416)))",69,1,0.0439
"MULTIPOLYGON (((464076.804 4605204.7458,464056.354 4605243.0896,464018.0078 4605348.5416,464040.7322 4605406.964,463970.1125 4605596.8019,464049.8445 4605567.1872,464071.8656 4605564.9091,464038.4542 4605643.1223,464042.2509 4605749.4315,463973.9093 4605757.7844,463923.7921 4605873.9652,463949.6101 4605929.3978,463967.0751 4605921.8043,463980.7435 4605925.6011,463983.0215 4605949.9003,463996.6898 4605954.4564,464014.1549 4605953.6971,464014.1549 4605936.232,464020.2297 4605920.2856,464028.5826 4605906.6173,464043.9689 4605879.3063,464076.4218 4605854.222,464090.8494 4605841.3131,464107.5552 4605829.1634,464124.2609 4605819.2919,464146.2821 4605810.939,464170.1897 4605806.2677,464171.3407 4605800.3081,464127.2983 4605788.1585,464088.5714 4605788.1585,464077.9405 4605787.3991,464077.1811 4605706.1485,464091.6128 4605706.908,464093.8868 4605646.1597,464061.9941 4605631.7321,464088.5714 4605560.353,464133.3731 4605583.1336,464263.9806 4605616.143,464308.8939 4605629.8533,464340.5698 4605639.3089,464393.9929 4605659.1652,464414.8394 4605631.0233,464432.0514 4605610.774,464441.1636 4605592.5495,464447.2384 4605598.6243,464455.3381 4605604.6991,464467.2727 4605599.5959,464486.7247 4605569.2627,464568.7346 4605468.0159,464556.2802 4605473.0283,464542.4105 4605464.9785,464542.4105 4605452.8288,464555.5725 4605446.754,464571.772 4605440.6792,464534.1599 4605408.4895,464507.9327 4605389.2205,464492.4107 4605371.0223,464471.1829 4605347.2674,464463.4379 4605333.3575,464445.2135 4605333.3575,464364.216 4605313.1082,464364.216 4605357.6568,464381.4279 4605365.7565,464364.216 4605372.8438,464330.8045 4605396.1306,464306.5053 4605423.4673,464291.3182 4605428.5296,464280.1811 4605436.6293,464256.3673 4605451.3092,464248.8739 4605441.6748,464235.4926 4605437.3926,464217.2942 4605444.3509,464201.2369 4605447.5624,464172.9663 4605444.6306,464153.6225 4605444.7291,464132.3606 4605438.6543,464136.4105 4605401.1929,464140.4604 4605359.6817,464261.9566 4605268.5596,464243.7322 4605251.3476,464217.408 4605222.9985,464199.6836 4605212.8682,464187.8642 4605211.4497,464156.6599 4605254.385,464163.7472 4605281.7216,464161.7222 4605306.0209,464136.4105 4605326.2703,464120.211 4605309.0583,464128.6121 4605269.8535,464124.2609 4605243.2478,464128.3108 4605209.8364,464139.4479 4605185.5371,464152.8791 4605156.6082,464134.9137 4605146.6799,464118.1366 4605142.286,464076.804 4605204.7458)))",70,1,0.1678
"MULTIPOLYGON (((479430.8134 4610992.8793,479433.4987 4610986.2811,479437.2618 4610981.3919,479465.2439 4610923.634,479466.9996 4610920.6983,479493.7651 4610869.8062,479500.1737 4610856.9889,479475.5627 4610843.2412,479433.4152 4610821.5655,479350.8901 4610780.0852,479315.0771 4610761.2363,479301.5059 4610754.8276,479301.4421 4610754.9549,479301.1725 4610754.8276,479246.8219 4610863.201,479246.4957 4610863.7827,479244.2803 4610867.7339,479244.3857 4610867.9877,479257.0741 4610898.5171,479269.9475 4610927.9073,479274.0842 4610931.7854,479298.1292 4610933.0782,479303.8173 4610935.1466,479319.3301 4610943.9372,479330.1891 4610949.3668,479346.3648 4610952.7044,479377.1938 4610960.4843,479401.2226 4610975.0835,479430.8134 4610992.8793)))",71,1,0.0345
"MULTIPOLYGON (((479244.2803 4610867.7339,479246.4957 4610863.7827,479246.8219 4610863.201,479301.1725 4610754.8276,479301.4421 4610754.9549,479301.5059 4610754.8276,479315.0771 4610761.2363,479350.8901 4610780.0852,479433.4152 4610821.5655,479475.5627 4610843.2412,479500.1737 4610856.9889,479493.7651 4610869.8062,479466.9996 4610920.6983,479465.2439 4610923.634,479437.2618 4610981.3919,479433.4987 4610986.2811,479430.8134 4610992.8793,479434.1127 4610994.6944,479446.9379 4611001.7503,479472.6495 4611015.5551,479478.4123 4611016.0722,479492.6301 4611022.9012,479513.0082 4611033.4995,479541.8944 4611046.9799,479593.4662 4611067.7818,479613.5558 4611071.9821,479665.6771 4611101.2913,479751.773 4611149.5052,479771.3542 4611118.4401,479821.876 4611031.5322,479841.7706 4610997.2402,479886.937 4610919.6774,479910.9436 4610878.386,479866.437 4610853.9862,479825.8605 4610832.0617,479881.4543 4610724.6931,479834.1749 4610709.951,479802.0277 4610700.3852,479724.5503 4610676.8567,479649.315 4610653.8204,479616.7224 4610643.2016,479578.0523 4610631.4772,479546.9276 4610624.1131,479514.2449 4610620.6878,479501.8855 4610618.2355,479464.1668 4610609.2602,479426.2566 4610599.4489,479377.961 4610588.7394,479327.1616 4610575.506,479295.6757 4610564.0587,479251.9239 4610548.6169,479216.2443 4610534.3967,479182.5808 4610521.7729,479130.3607 4610502.3699,479109.2053 4610493.2875,479088.5215 4610491.7362,479057.8699 4610496.7666,479070.1738 4610512.7246,479092.0818 4610539.9974,479109.1304 4610564.1297,479124.7999 4610588.4188,479136.7951 4610610.41,479146.1029 4610630.8352,479167.0453 4610682.0278,479187.4705 4610732.1862,479208.6716 4610783.1201,479225.9943 4610823.4537,479235.0435 4610845.4303,479244.2803 4610867.7339)))",72,1,0.2409
